File,Line,Type,Text,Priority,FullPath
00-未完成标记扫描报告-2026年01月01日.md,306,NOTE,"- that  $[F(a,b):F]$  is divisible by both  $m = [F(a):F]$  and  $n = [F(b):F]$  and  $[F(a,b):F] = [F(a,b):F(b)][F(b):$ $F]\leq [F(a):F][F(b):F]\leq mn.$  So,  $[F(a,b):F] = mn$",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,307,NOTE,"- that  $c_{0} \neq 0$ , for otherwise  $c_{d-1}x^{d-1} + c_{d-2}x^{d-2} + \dots + c_{1}x + c_{0}$  has  $x$  as a factor over field  $F$ . So from  $c_{d-1}a^{d-1} + c_{d-2}a^{d-2} + \dots + c_{1}a + c_{0} = 0$  we have  $-c_{0} = a(c_{1} + \dots + c_{d-1}a^{d-2})$ . Multiplying both sides by  $a^{-1}(-c_{0})^{-1}$  we obtain  $a^{-1} = -c_{0}^{-1}c_{d-1}a^{d-2} - c_{0}^{-1}c_{d-2}a^{d-3} - \dots - c_{0}^{-1}c_{1}$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,308,NOTE,"- that  $x, x - 1$  and  $x - 2$  are factors and that they are the only linear factors. If  $p(x)$  is an irreducible factor of  $x^{27} - x$  then and  $a$  is a zero of an irreducible factor  $x^{27} - x$  of degree  $d$  then  $Z_{3}(a)$  is a subfield of  $\mathrm{GF}(27)$  of order  $3^d$  and by Theorem 21.4 we have that  $d = 1$  or 3. So, the irreducible factorization of  $x^{27} - x$  consists of three linear factors and eight cubic factors.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,309,NOTE,"- that  $|GF[p](x) / \langle g(x)\rangle| = p^2$ , so that  $g(x)$  has a zero in  $\mathrm{GF}(p^2)$ . Now use Theorem 21.3.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,310,NOTE,- that is  $a$  not in  $Z_{5}$  for then  $x - a$  would be a factor of the irreducible. Then taking  $b = 0$  and we solve for  $c = (4a + 1)(3a + 2)^{-1}$ .,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,311,NOTE,"the length of the hypotenuse of the right triangle with base  $|c|$ . Then  $y^2 = 1 + d^2$ ,  $y^2 + x^2 = (1 + |c|)^2$ , and  $|c|^2 + d^2 = x^2$ . So,  $1 + 2|c| + |c|^2 = 1 + d^2 + |c|^2 + d^2$ , which simplifies to  $|c| = d^2$ .; Priority=Unknown; FullPath=E:\_src\FormalMath\Books\AbstractAlgebra\Gallian J. Contemporary Abstract Algebra 11ed 2025\Gallian J. Contemporary Abstract Algebra 11ed 2025\full.md}.File) (第14628行): NOTE - the length of the hypotenuse of the right triangle with base 1, and let  $x$  denote the length of the hypotenuse of the right triangle with base  $|c|$ . Then  $y^2 = 1 + d^2$ ,  $y^2 + x^2 = (1 + |c|)^2$ , and  $|c|^2 + d^2 = x^2$ . So,  $1 + 2|c| + |c|^2 = 1 + d^2 + |c|^2 + d^2$ , which simplifies to  $|c| = d^2$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,312,NOTE,- that  $|a^2| = |a| / 2$  and appeal to Exercise 2.,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,313,NOTE,"- the number of Sylow  $p$ -subgroups of  $G$ . By Sylow's Third Theorem,  $n_p = 1$ ,  $q$  or  $q^2$ . Clearly,  $p$  does not divide  $q - 1$ , so  $n_p \neq q$ . If  $p$  is a divisor of  $q^2 - 1 = (q - 1)(q + 1)$ , then  $p$  divides  $q - 1$  or  $q + 1$ . But  $p > q$  implies  $p \geq q + 2 > q + 1 > q - 1$ . So,  $n_p \neq q^2$ . Thus,  $n_p = 1$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,314,NOTE,"- that any subgroup of order 4 in a group of order  $4m$  where  $m$  is odd is a Sylow 2-subgroup. By Sylow's Third Theorem, the Sylow 2-subgroups are conjugate and therefore isomorphic.  $S_{4}$  contains both the subgroups  $\langle (1234)\rangle$  and  $\{(1),(12),(34),(12)(34)\}$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,315,NOTE,- that  $yxyx^{3} = e$  implies that  $yxy^{-1} = x^{5}$  and therefore  $\langle x \rangle$  is n,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,316,NOTE,"- a vertical move and  $H$  a horizontal move and starting at  $(1,0)$  a circuit is  $V,V,H,6*(V,V,V,H)$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,317,NOTE,"- that  $\phi (1) = 1$  . Thus  $\phi (n) = n$  . Also,  $1 = \phi (1) = \phi (nn^{-1}) = \phi (n)\phi (n^{-1}) =$ $n\phi (n^{-1})$  , so that  $1 / n = \phi (1 / n)$",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,318,NOTE,- This book has been prepared from camera-ready copy provided by the authors.,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,319,NOTE,- that  $2^{n + 1}3^{2n + 2} - 1 = 18(2^n 3^{2n}) - 1 = 18(2^n 3^{3n} - 1) + 17$ .,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,320,NOTE,"- the money order number by  $a_9a_8 \ldots a_1a_0c$  where  $c$  is the check digit. For a transposition involving the check digit  $c = (a_9 + a_8 + \dots + a_0) \mod 9$  to go undetected, we must have  $a_0 = (a_9 + a_8 + \dots + a_1 + c) \mod 9$ . Substituting for  $c$  yields  $2(a_9 + a_8 + \dots + a_0) \mod 9 = a_0$ . Then cancelling the  $a_0$ , multiplying by sides by 5, and reducing module 9, we have  $10(a_9 + a_8 + \dots + a_1) = a_9 + a_8 + \dots + a_1 = 0$ . It follows that  $c = a_9 + a_8 \dots + a_1 + a_0 = a_0$ . In this case the transposition does not yield an error.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,321,NOTE,"- that each of  $a, b$  and  $c$  appears an even number of times in the expression. So, there is no change in orientation. Thus, the expression is a rotation. Alternatively, as in Exercise 9, we associate each of  $a, b$  and  $c$  with 1 if they are rotations and  $-1$  if they are reflections and we observe that in the product  $a^2 b^4 ac^5 a^3 c$  the terms involving  $a$  represent six 1s or six  $-1s$ , the term  $b^4$  represents four 1s or four  $-1s$ , and the terms involving  $c$  represent six 1s or six  $-1s$ . Thus the product of all the 1s and  $-1s$  is 1. So the expression is a rotation.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,322,NOTE,"that  $e = (ab)^0 = (ab)^n (ab)^{-n} = (ab)^n a^{-n} b^{-n}$  so that  $a^n b^n = (ab)^n$ . In a non-Abelian group  $(ab)^n$  need not equal  $a^n b^n$ .; Priority=Unknown; FullPath=E:\_src\FormalMath\Books\AbstractAlgebra\Gallian J. Contemporary Abstract Algebra 11ed 2025\Gallian J. Student Solutions Manual for Gallian's Cont. Abstr. Algebra 11ed 2025\full.md}.File) (第357行): NOTE - that  $(ab)^{n + 1} = (ab)^n ab = a^n b^n ab = a^{n + 1}b^{n + 1}$ . For  $n < 0$ , note that  $e = (ab)^0 = (ab)^n (ab)^{-n} = (ab)^n a^{-n} b^{-n}$  so that  $a^n b^n = (ab)^n$ . In a non-Abelian group  $(ab)^n$  need not equal  $a^n b^n$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,323,NOTE,"that  $e = (a^{-1}ba)^n (a^{-1}ba)^{-n} = (a^{-1}ba)^n (a^{-1}b^{-n}a)$  and solve for  $(a^{-1}ba)^n$ .; Priority=Unknown; FullPath=E:\_src\FormalMath\Books\AbstractAlgebra\Gallian J. Contemporary Abstract Algebra 11ed 2025\Gallian J. Student Solutions Manual for Gallian's Cont. Abstr. Algebra 11ed 2025\full.md}.File) (第365行): NOTE - that  $(a^{-1}ba)^n = (a^{-1}ba)(a^{-1}ba)\dots (a^{-1}ba)$  ( $n$  terms). So, cancelling the consecutive  $a$  and  $a^{-1}$  terms gives  $a^{-1}b^n a$ . For  $n < 0$ , note that  $e = (a^{-1}ba)^n (a^{-1}ba)^{-n} = (a^{-1}ba)^n (a^{-1}b^{-n}a)$  and solve for  $(a^{-1}ba)^n$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,324,NOTE,"- that if  $x^n = e$  and  $x \neq e$ , then  $(x^{-1})^n = e$  and  $x \neq x^{-1}$ . So if we can find one nonidentity solution we can find a second one. Now suppose that  $a$  and  $a^{-1}$  are nonidentity elements that satisfy  $x^n = e$  and  $b$  is a nonidentity element such that  $b \neq a$  and  $b \neq a^{-1}$  and  $b^n = e$ . Then, as before,  $(b^{-1})^n = e$  and  $b \neq b^{-1}$ . Moreover,  $b^{-1} \neq a$  and  $b^{-1} \neq a^{-1}$ . Thus, finding a third nonidentity solution gives a fourth one. Continuing in this fashion, we see that we always have an even number of nonidentity solutions to the equation  $x^n = e$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,325,NOTE,"- that  $(\frac{1}{2}, \frac{1}{3}) = (\frac{2}{4}, \frac{1}{3})$ , but  $(\frac{1}{2}, \frac{1}{3})$  corresponds to  $\frac{2}{5}$  whereas  $(\frac{2}{4}, \frac{1}{3})$  corresponds to  $\frac{3}{7}$ . So, the correspondence is not a function from  $Q^{+} \times Q^{+}$  to  $Q^{+}$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,326,NOTE,"- that any other subgroup  $K$  in  $D_n$  ( $n \geq 4$ ) must have the same  $n/2$  rotations and  $n/2$  reflections. But every reflection was used in the two subgroups described above, so  $K$  would be contained in one of the two. So, the number of subgroups of order  $n \geq 4$  when  $n$  is even is 3.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,327,NOTE,"- the rotations of  $K$  by  $R_{1}, R_{2}, \ldots, R_{m}$ . Then  $R_{1}F, R_{2}F, \ldots, R_{m}F$  are distinct reflections in  $K$ . If  $F'$  is any reflection in  $K$ , then  $F'F = R_{i}$  for some  $i$ . But then  $F' = R_{i}F$ . Thus,  $K$  has exactly  $m$  reflections.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,328,NOTE,"- that any other subgroup  $K$  in  $D_n$  ( $n \geq 4$ ) must have the same  $n/2$  rotations and  $n/2$  reflections. But every reflection was used in the two subgroups described above, so  $K$  would be contained in one of the two. So, the number of subgroups of order  $n > 3$  is even is 3.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,329,NOTE,"- that if  $m / n \neq 0$  is an element of  $H$ , then  $n(m / n) = m$  and  $-m$  are also in  $H$ . By the Well Ordering Principle,  $H$  has a least positive integer  $t$ . Since  $t$  is not in  $K = \{2h | h \in H\}$ ,  $K$  is a nontrivial proper subgroup of  $H$  (see Example 5). Alternatively, one can use Exercise 88.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,330,NOTE,"- that the group is not infinite since an infinite cyclic group has infinitely many subgroups. Let  $|G| = n$ . Then 7 and  $n/7$  are both divisors of  $n$ . If  $n/7 \neq 7$ , then  $G$  has at least 4 divisors. So,  $n/7 = 7$ . When 7 is replaced by  $p$ ,  $|G| = p^2$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,331,NOTE,"- that we can let the group be  $\langle a\rangle$  where  $|a|$  is infinite. If some element  $a^i$  has finite order  $n$  then  $(a^i)^n = e$ . But then  $a^{in} = e$ , which implies that  $a$  has finite order. This contradicts our assumption.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,332,NOTE,"- that if  $k$  is a generator then so is  $-k$ . Thus, it suffices to show that  $k \neq -k$ . But  $k = -k$  implies that  $2k = 0$  so that  $n = |k| = 1$  or 2.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,333,NOTE,- that  $n$  and  $n^2 - 2$  are distinct elements of  $U(n^2 - 1)$  of order 2 and appeal to Theorem 4.4.,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,334,NOTE,"- that among the integers from 1 to  $p^n$  the  $p^{n-1}$  integers  $p, 2p, \ldots, p^{n-1}p$  are exactly the ones not relatively prime to  $p$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,335,NOTE,"- that for any  $s$  in  $S$ , we have  $\alpha(\alpha(s)) = s$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,336,NOTE,- an  $n$ -cycle by  $(\underline{n})$ .,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,337,NOTE,"- that because  $\langle x^3\rangle$  is a subgroup of  $\langle x\rangle$  and has order 4, we know 4 divides  $|x|$ . So we see from Example 5 that the possible values for  $|x|$  are 4 and 12. If  $|x| = 4$ , then  $(1234) = x^3 = x^{-1}$  and therefore  $x = (4321)$ . If  $|x| = 12$ , then  $x = (4321)(567)$  or  $x = (4321))(576)$  since no other choices yield  $x^3 = (1234)$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,338,NOTE,"- that 4-cycles are odd permutations and the product of any two odd permutations is even. So, for the product of any even number of 4-cycles the product of the first two 4-cycles is even, then the product of the next two 4-cycles is even, and so on. This proves that  $B_{n}$  is a subgroup of  $A_{n}$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,339,NOTE,"- that for  $n > 1$ ,  $(\phi_{a})^{n} = (\phi_{a})^{n - 1}\phi_{a}$ , so an induction argument gives",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,340,NOTE,- that,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,341,NOTE,"- that  $\phi$  must take  $R_{360^{\circ} / n}$  to an element of order  $n$ . Since the reflections have order 2, we know  $\phi(R_{360^{\circ} / n})$  is a rotation. Thus,  $\phi(H) = \phi(\langle R_{360^{\circ} / n} \rangle) \subseteq K$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,342,NOTE,"- that both  $H$  and  $K$  are isomorphic to the group of all permutations of four symbols, which is isomorphic to  $S_4$ . The same is true when 5 is replaced by  $n$  since both  $H$  and  $K$  are isomorphic to  $S_{n - 1}$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,343,NOTE,"- that  $\phi(e) = e = e^4$  so  $H$  is not empty. Let  $a$  and  $b$  belong to  $H$ . Then,  $\phi(ab^{-1}) = \phi(a)\phi(b^{-1}) = a^4(b^{-1})^4 = (ab^{-1})^4$ . This proof works for any integer  $n$ . If  $\phi(x) = x^{-1}$  and  $a \in H$ , then  $\phi(a) = a^{-1} = a^4$ , so  $a^5 = e$ . Thus  $|a| = 1$  or  $5$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,344,NOTE,"- that  $\phi((a + bi) + (c + di)) = \phi((a + c) + (b + d)i) = (a + c) - (b + d)i = (a - bi) + (c - di) = \phi(a + bi) + \phi(c + di)$ . Also,  $\phi((a + bi)(c + di) = \phi((ac - bd) + (ad + bc)i) = (ac - bd) - (ad + bc)i$  and  $\phi(a + bi)\phi(c + di) = (a - bi)(c - di) = (ac - bd) - (ad + bc)i$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,345,NOTE,- that,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,346,NOTE,"- that  $a^2 = b^2$ , implies  $e = a^2 b^{-2} = (ab^{-1})^2$  so that  $|ab^{-1}| = 1$  or 2. Thus,  $a = b$ . Since  $G$  is finite, 1-1 implies onto. For  $Z$  under addition,  $g \to 2g$  is not onto but is  $1 - 1$  and operation preserving.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,347,NOTE,"- that  $\phi(n) = |U(n)|$ , then use Corollary 4 of Lagrange's Theorem and mimic the proof of Corollary 5 of Lagrange's Theorem.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,348,NOTE,- that  $n - 1 \in U(n)$  and has order 2.,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,349,NOTE,"- that for any order  $k$  in this problem the number of elements of order  $k$  is  $\phi(k)$ . So, there is 1 element of order 1, 2 of order 3, 4 of order 5, 6 of order 7, 8 of order 15, 12 of order 21, and 24 of order 35. But this totals to fewer than 105, which is a contradiction.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,350,NOTE,- any finite subgroup of  $C^_$  of order  $n$ . Then every element of  $H$  is a solution to  $x^{n} = 1$ . But the solution set of  $x^{n} = 1$  in  $C^_$  is  $\langle \omega_{n} \rangle$ .,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,351,NOTE,"- that by Exercise 10 of Chapter 5 a 1-1 mapping from a finite set to itself is onto. Lastly, observe that  $(ab)^k = a^k b^k$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,352,NOTE,"- that the same argument applies to  $\mathrm{stab}_{A_5}(i)$  for  $i = 1, 2, 3$ , and 4.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,353,NOTE,"- that  $\alpha^{2}H = H$  implies that  $\langle \alpha^{2} \rangle \subset H$  and  $\langle \alpha \rangle = \langle \alpha^{2} \rangle$ . Moreover,  $\alpha^{2}H$  is not the same as  $\alpha H$ , for then  $\alpha \in H$ . It follows that  $\alpha^{3}H$  is equal to one of the cosets  $H$ ,  $\alpha H$  or  $\alpha^{2}H$ . If  $\alpha^{3}H = H$ , then  $\alpha^{3} \in H$  and therefore  $\langle \alpha \rangle = \langle \alpha^{3} \rangle \subseteq H$ , which contradicts the assumption that  $\alpha$  is not in  $H$ . If  $\alpha^{3}H = \alpha H$ , then  $\alpha^{2} \in H$  and therefore  $\langle \alpha \rangle = \langle \alpha^{2} \rangle \subseteq H$ , which contradicts the assumption that  $\alpha$  is not in  $H$ . If  $\alpha^{3}H = \alpha^{2}H$ , then  $\alpha \in H$ , which contradicts the assumption that  $\alpha$  is not in  $H$ . The same argument shows that  $H$  must contain all 24 elements of order 5. Since  $|H| = 20$ , we have a contradiction. An analogous argument shows that  $A_{5}$  has no subgroup of order 15.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,354,NOTE,"- that  $|S_4| = 24$  does not divide 120,  $S_5$  does not have an element of order 60 and  $D_{60}$  does, and for  $n > 5$ ,  $|S_n| > 120$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,355,NOTE,"- that  $\alpha \beta^2 = (13) = \beta^2\alpha^3$  and  $\alpha^2\beta^2 = (14)(23) = \beta^2\alpha^2$ , and  $\alpha^3\beta^2 = (24) = \beta^2\alpha$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,356,NOTE,"- that because the order of the 1 in each component is the order of the group in that component,  $|(1,1,\ldots ,1)| = \operatorname {lcm}(n_1,n_2,\ldots ,n_t)$  and the order of every element in the product must divide  $\operatorname {lcm}(n_1,n_2,\ldots ,n_t)$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,357,NOTE,"- that  $\phi(g) = \phi(g')$  implies  $(g, e_H) = (g', e_H)$  which means that  $g = g'$ . The element  $(g, e_H) \in G \oplus \{e_H\}$  is the image of  $g$ . Finally,  $\phi((g, e_H)(g', e_H)) = \phi((gg', e_H)) = \phi((gg', e_H)) = gg' = \phi((g, e_H))\phi((g', e_H))$ . A similar argument shows that  $\phi(h) = (e_G, h)$  is an isomorphism from  $H$  onto  $\{e_G\} \oplus H$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,358,NOTE,"- that  $\phi((g_{1}, g_{2})) = \phi((g_{1}', g_{2}')$  implies  $(g_{2}, g_{1}) = (g_{2}', g_{1}')$ . From this we obtain that  $g_{1} = g_{1}'$  and  $g_{2} = g_{2}'$ . The element  $(g_{2}, g_{1})$  is the image on  $(g_{1}, g_{2})$  so  $\phi$  is onto. Finally,  $\phi((g_{1}, g_{2})(g_{1}', g_{2}')) = \phi((g_{1}g_{1}', g_{2}g_{2}')) = (g_{2}g_{2}', g_{1}g_{1}') = (g_{2}, g_{1})(g_{2}', g_{1}') = \phi((g_{1}, g_{2}))\phi((g_{1}', g_{2}'))$ . In general, the external direct product of any number of groups is isomorphic to the external direct product of any rearrangement of those groups.",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,359,NOTE,"- that  $\phi(a + bi) = \phi(a' + b'i)$  implies that  $(a, b) = (a', b')$ . So,  $a = a'$  and  $b = b'$  and therefore  $a + bi = a' + b'i$ . The element  $(a, b)$  in  $\mathbf{R} \oplus \mathbf{R}$  is the image of  $a + bi$  so  $\phi$  is onto. Finally,  $\phi((a + bi) + (a' + b'i)) = \phi((a + a') + (b + b')i) = (a + a', b + b') = (a, b) + (a', b') = \phi(a + bi) + \phi(a' + b'i)$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,360,NOTE,"- that  $\phi\left(\left[ \begin{array}{cc}a & b\\ c & d \end{array} \right]\right) = \phi\left(\left[ \begin{array}{cc}a' & b' \\ c' & d' \end{array} \right]\right)$  implies  $(a,b,c,d) = (a',b',c',d')$ . Thus  $a = a'$ ,  $b = b'$ ,  $c = c'$ , and  $d = d'$ . This proves that  $\phi$  is one-to-one. The element  $(a,b,c,d)$  is the image of  $\left[ \begin{array}{cc}a & b\\ c & d \end{array} \right]$  so  $\phi$  is onto. Finally,  $\phi\left(\left[ \begin{array}{cc}a & b\\ c & d \end{array} \right] + \left[ \begin{array}{cc}a' & b' \\ c' & d' \end{array} \right]\right) = \phi\left(\left[ \begin{array}{cc}a + a' & b + b' \\ c + c' & d + d' \end{array} \right]\right) = (a + a',b + b',c + c',d + d') = (a,b,c,d) + (a',b',c',d') = \phi\left(\left[ \begin{array}{cc}a & b\\ c & d \end{array} \right]\right) + \phi\left(\left[ \begin{array}{cc}a' & b' \\ c' & d' \end{array} \right]\right)$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,361,NOTE,- $\mathbf{R} \oplus \mathbf{R} \oplus \dots \oplus \mathbf{R}$  ( $k$  factors). Then the group of  $m \times n$  matrices under addition is isomorphic to  $R^{mn}$ .,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,362,NOTE,"- that  $\phi(3^m 6^n) = \phi(3^s 6^t)$  implies that  $(m, n) = (s, t)$ , which in turn implies that  $m = s$  and  $n = t$ . So,  $3^m 6^n = 3^s 6^t$ . The element  $(m, n)$  is the image of  $3^m 6^n$  so  $\phi$  is onto. Finally,",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,363,NOTE,- that  $U_{9}(72) \approx U(8) \approx Z_{2} \oplus Z_{2}$  and  $U_{4}(300)) \approx U(75) \approx U(3) \oplus U(25) \approx Z_{2} \oplus Z_{20}$ .,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,364,NOTE,"- that these are consistent with the corollary of Theorem 4.4.) Alternate solution 2. By Exercise 77 in Chapter 5  $|Z(A_4 \oplus Z_4)| = 1$ , whereas  $(R_{180}, 0)$  is in the center of  $D_{12} \oplus Z_2$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,365,NOTE,- that  $aHbH = abH = baH = bHaH$ .,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,366,NOTE,- that,Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,367,NOTE,"- that  $\langle 3\rangle \cap \langle 6\rangle = \{1\}$  and  $\langle 3\rangle \langle 6\rangle \cap \langle 10\rangle = \{1\}$ . For the second question, observe that  $12 = 3^{-1}6^{2}$  so  $\langle 3\rangle \langle 6\rangle \cap \langle 12\rangle \neq \{1\}$ .",Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,368,NOTE,- that  $x(a^k)^m x^{-1} = x(a^{km})x^{-1} = (axa^{-1})^{km} = (a^r)^{km} = (a^k)^{rm} \in \langle a^k \rangle$ . (Here we used the normality of  $N$  to replace  $xax^{-1}$  by  $a^r$ .),Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
00-未完成标记扫描报告-2026年01月01日.md,369,NOTE,- that  $yH y^{-1} = H$  implies  $y^{-1}H y = H$ .),Unknown,E:\_src\FormalMath\00-未完成标记扫描报告-2026年01月01日.md
