"Path","Size","HasFrontMatter","BodyLength","MathKeywords","Placeholder","Watermark","Category","Reason"
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\05-曲面的相交理论.md","22910","True","5004","157","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\05-概形性质-深度扩展版.md","13103","True","2645","85","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\06-Riemann-Roch定理-深度版.md","9413","True","1652","70","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\06-双有理几何基础.md","22400","True","4883","173","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\06-除子与线丛-深度扩展版.md","14666","True","2825","91","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\07-代数几何中的导出范畴.md","20524","True","4288","202","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\07-曲线理论-深度扩展版.md","13687","True","2621","108","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\07-相交理论入门-增强版.md","9775","True","1834","65","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\08-曲线模空间-增强版.md","9216","True","1617","47","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\08-阿贝尔簇基础.md","15511","True","3187","154","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\09-Hodge理论简介-增强版.md","11115","True","1969","59","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\09-霍奇理论入门.md","15189","True","3051","96","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\10-动机理论简介.md","14328","True","2944","112","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\11-Faltings定理与Mordell猜想.md","12896","True","2735","108","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\etale上同调-深度版.md","9485","True","1775","85","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\Lean4形式化实现-代数几何.md","14281","True","1755","59","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\motive理论-深度版.md","9231","True","1727","65","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\p进Hodge理论-深度版.md","9084","True","1711","37","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\代数几何应用案例-深度扩展版.md","24920","True","3192","135","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\完美胚空间-深度版.md","9789","True","1846","68","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\导出代数几何-深度版.md","8578","True","1597","105","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\层论基础-深度版.md","11416","True","2206","93","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\无穷范畴-深度版.md","8532","True","1567","112","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\晶体上同调-深度版.md","9562","True","1736","37","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\概形理论-深度版.md","9076","True","1698","77","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数几何\高阶范畴论-深度版.md","8697","True","1631","116","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数数论深化\11-赋值与局部域-深度版.md","4440","True","899","24","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数数论深化\12-代数整数环-深度版.md","4325","True","902","50","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数数论深化\13-理想类群-深度版.md","3999","True","844","25","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数数论深化\14-分圆域理论-深度版.md","6278","True","1252","40","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数数论深化\15-椭圆曲线算术-深度版.md","3722","True","731","33","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数数论深化\16-模形式基础-深度版.md","3751","True","734","29","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数数论深化\17-自守表示-深度版.md","5751","True","1136","46","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\代数数论深化\18-朗兰兹纲领简介-深度版.md","4096","True","800","36","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数\01-同调代数-深度版.md","8578","True","1508","82","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化\19-导出范畴-深度版.md","5683","True","1150","62","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化\20-triangulated范畴-深度版.md","6534","True","1250","83","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\00-README.md","3637","True","696","57","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\01-同调代数基础.md","138268","True","27322","1198","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\02-同调代数增强版.md","37044","True","6335","426","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\02-导出函子系统阐述.md","20445","True","3876","93","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\03-Tor与Ext的计算实例.md","21495","True","3911","71","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\03-同调代数深度扩展版.md","31746","True","5019","339","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\04-导出范畴-深度扩展版.md","16798","True","2892","171","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\04-谱序列基础.md","20608","True","4050","78","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\05-三角范畴与导出范畴.md","22933","True","4396","245","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\05-谱序列-深度扩展版.md","14579","True","2582","56","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\06-群上同调-深度扩展版.md","15563","True","2817","108","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\06-群上同调.md","21185","True","3972","104","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\07-层上同调应用-深度扩展版.md","17284","True","3001","151","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\07-层上同调的Godement分解.md","21795","True","4095","111","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\08-导出范畴中的t-结构.md","21794","True","4169","124","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\09-同调代数在代数几何中的应用.md","21869","True","4119","165","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\同调代数深化-扩展\高级同调代数.md","14379","True","3138","234","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\域论\01-域论-国际标准深度扩展版.md","76562","True","11629","430","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\域论\02-域论深化补充-证明习题反例.md","20995","True","3802","107","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\域论\域论-增强版.md","65549","True","9047","295","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\域论\域论-深度扩展版.md","11137","True","2153","115","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\域论深化\09-代数扩张理论-深度版.md","6653","True","1410","67","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\域论深化\10-Galois理论应用-深度版.md","6599","True","1410","54","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\布尔代数\01-布尔代数-增强版.md","7589","True","1404","111","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\李代数\01-李代数-国际标准深度扩展版.md","58461","True","8307","586","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\李代数\05-李代数-增强版.md","41644","True","5826","335","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\李代数\05-李代数-深度扩展版.md","34709","True","5187","329","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\格论\01-格论-增强版.md","7555","True","1446","80","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\模论\01-模论-国际标准深度扩展版.md","53521","True","9400","456","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\模论\04-模论-增强版.md","43084","True","5846","202","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\模论\模论-深度扩展版.md","14555","True","2637","99","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\泛代数\01-泛代数-增强版.md","7301","True","1354","118","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\环论\01-环论-国际标准深度扩展版.md","69617","True","10358","422","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\环论\02-环论-增强版.md","56021","True","8198","265","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\环论\02-环论-深化扩展版.md","24536","True","4807","138","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\环论\02-环论-深度扩展版.md","9001","True","1872","107","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\环论\02-环论.md","48416","True","6359","281","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\环论\03-环论深化补充-证明习题反例.md","19573","True","3741","103","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\环论\环论-深度扩展版.md","22355","True","3615","103","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\线性代数与矩阵理论\01-线性代数与矩阵理论-国际标准深度扩展版.md","34750","True","5746","140","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\线性代数与矩阵理论\02-线性代数与高级数系-国际标准版.md","63411","True","8376","269","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\01-群论-国际标准深度扩展版.md","115925","True","17760","665","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\01-群论-增强版.md","58512","True","9096","318","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\01-群论-深度扩展版.md","42654","True","7449","333","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\01-群论.md","68821","True","10317","347","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\02-群论-增强版.md","58512","True","9096","318","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\03-群论-深度扩展版.md","38463","True","6803","282","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\04-群论重要定理完整证明补充.md","21010","True","4278","165","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\05-群论深化补充-证明习题反例.md","19690","True","3623","129","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\定理证明\Sylow第一定理-完整证明.md","10646","True","2073","82","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\定理证明\同态基本定理-完整证明.md","9676","True","1608","121","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\定理证明\对应定理-完整证明.md","11424","True","2054","97","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\定理证明\拉格朗日定理-完整证明.md","8386","True","1570","65","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\定理证明\第三同构定理-完整证明.md","10294","True","1973","110","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\定理证明\第二同构定理-完整证明.md","10865","True","2046","112","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\定理证明\类方程-完整证明.md","12196","True","2305","70","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论\定理证明\轨道-稳定化子定理-完整证明.md","12295","True","2379","95","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论深化\03-Burnside定理-深度版.md","7714","True","1721","66","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论深化\04-群的扩张与上同调-深度版.md","7788","True","1583","40","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论深化\05-自由群与群展示-深度版.md","6903","True","1466","50","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论深化\06-阿贝尔群结构-深度版.md","7055","True","1473","47","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论深化\07-可解群与幂零群-深度版.md","5343","True","1126","45","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\群论深化\08-单群分类简介-深度版.md","5037","True","988","41","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\范畴论\06-范畴论-增强版.md","42344","True","5772","410","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\范畴论\06-范畴论-深度扩展版.md","49628","True","6767","448","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\表示论\01-表示论基础.md","38416","True","6270","156","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\表示论\02-表示论增强版.md","40834","True","6577","147","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\表示论\03-表示论基础-深化增强版.md","9554","True","1711","60","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\表示论\04-群表示论基础.md","7336","True","1530","46","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\表示论\05-李群表示论入门.md","7396","True","1534","57","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\表示论\06-模表示论基础.md","7686","True","1678","42","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\表示论\07-范畴的模范畴.md","7054","True","1457","78","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\表示论\08-可表函子与模空间.md","6957","True","1433","64","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\表示论深化\01-有限群表示论-深度版.md","11511","True","2467","68","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\02-核心理论\表示论深化\02-特征标理论-深度版.md","10569","True","2012","42","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\交换代数-基础.md","494","True","88","7","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\第五阶段执行-应用场景分析.md","23439","True","3067","46","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\域论应用\02-域论应用-伽罗瓦理论版.md","17426","True","2682","65","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\域论应用\03-域论应用-代数数论版.md","18771","True","2729","148","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\域论应用\04-域论应用-编码理论版.md","25287","True","3637","41","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\域论应用\05-域论应用-密码学版.md","17305","True","2642","20","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\李代数应用\02-李代数应用-数学物理版.md","24151","True","3214","114","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\李代数应用\03-李代数应用-微分几何版.md","19576","True","2701","114","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\李代数应用\04-李代数应用-表示论版.md","23278","True","2977","74","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\李代数应用\05-李代数应用-量子力学版.md","20136","True","2751","38","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\模论应用\02-模论应用-表示论版.md","23075","True","2901","27","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\模论应用\03-模论应用-同调代数版.md","12655","True","2099","76","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\模论应用\04-模论应用-代数几何版.md","14310","True","2151","89","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\模论应用\05-模论应用-代数拓扑版.md","15375","True","2169","86","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\环论应用\02-环论应用-代数几何版.md","21937","True","3560","105","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\环论应用\03-环论应用-数论版.md","22214","True","3082","62","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\环论应用\04-环论应用-密码学版.md","21940","True","3079","36","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\环论应用\05-环论应用-代数编码版.md","7815","True","1114","13","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\环论应用\环论应用案例.md","20245","True","2961","61","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\线性代数应用\05-线性代数应用-机器学习版-完成报告.md","9717","True","2058","22","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\线性代数应用\05-线性代数应用-机器学习版.md","36984","True","4403","29","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\线性代数应用\06-线性代数应用-量子计算版.md","18789","True","2320","29","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\综合应用\代数几何应用案例库-深化扩展版.md","12896","True","2520","258","True","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\群论应用\02-群论应用-物理化学版.md","16599","True","2143","53","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\群论应用\03-群论应用-计算机科学版.md","1909","True","374","7","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\群论应用\04-群论应用-密码学版.md","6328","True","735","1","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\03-应用分析\群论应用\05-群论应用-量子计算版.md","3193","True","692","3","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\04-知识梳理\第一阶段执行-基础结构关系分析.md","20110","True","2754","128","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\04-知识梳理\第三阶段执行-多表征方式对比.md","18235","True","2175","57","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\04-知识梳理\第二阶段执行-模型分层比较.md","12462","True","1352","42","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\04-知识梳理\第四阶段执行-国际标准对照.md","37009","True","2787","15","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\05-形式化实现\第六阶段执行-形式化实现.md","5461","True","1044","68","True","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\05-形式化实现\域论\06-Lean4形式化实现-域论.md","6035","True","939","21","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\05-形式化实现\李代数\06-Lean4形式化实现-李代数.md","10476","True","1614","75","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\05-形式化实现\模论\06-Lean4形式化实现-模论.md","9392","True","1454","44","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\05-形式化实现\环论\06-Lean4形式化实现-环论.md","13847","True","2189","54","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\05-形式化实现\环论\Lean4形式化实现-环论.md","8433","True","1347","32","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\05-形式化实现\群论\06-Lean4形式化实现-群论.md","21551","True","3360","122","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\06-技术实现参考\Python-域论-07-Python实现-域论算法.md","45839","True","5954","61","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\06-技术实现参考\Python-李代数-07-Python实现-李代数算法.md","44666","True","5245","101","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\06-技术实现参考\Python-模论-07-Python实现-模论算法.md","44324","True","5609","72","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\06-技术实现参考\Python-环论-07-Python实现-环论算法.md","35583","True","4604","37","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\06-技术实现参考\Python-群论-07-Python实现-群论算法.md","134341","True","16816","175","True","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\06-技术实现参考\Python-范畴论-07-Python实现-范畴论算法.md","34964","True","4563","122","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\06-技术实现参考\Python-表示论-07-Python实现-表示论算法.md","63326","True","8532","69","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\06-技术实现参考\数值计算\04-数值线性代数-国际标准版.md","17258","True","2512","24","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\总结-域论-08-域论-项目总结报告.md","19850","True","3936","81","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\总结-李代数-08-李代数-项目总结报告.md","17798","True","4127","150","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\总结-模论-08-模论-项目总结报告.md","10941","True","2008","61","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\总结-模论-模论-100%完成报告.md","8418","True","1745","70","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\总结-环论-08-环论-项目总结报告.md","9819","True","2003","56","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\总结-群论-08-群论-项目总结报告.md","11394","True","2193","46","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\总结报告\抽象代数结构全面分析项目最终总结.md","17831","True","3732","112","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\总结报告\项目100%完成确认书.md","6496","True","1417","39","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\总结报告\项目完成报告-最终版.md","10898","True","2475","78","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\总结报告\项目完成状态报告.md","6837","True","1478","43","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\项目总览\抽象代数结构全面分析计划-2025年1月.md","28094","True","4008","172","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\项目总览\抽象代数结构分析执行计划-详细版.md","25311","True","3978","145","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\07-项目文档\项目总览\项目启动执行指南.md","20225","True","3062","50","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\08-教学资源\README.md","1009","True","225","9","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\99-归档文档\README.md","3016","True","729","19","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\99-归档文档\Python实现相关文档\01-Python实现-代数结构教学资源指南.md","15950","True","3039","58","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\supplement\01-群论基础-HarvardMath55A对齐.md","12659","False","2347","81","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\supplement\02-线性代数-HarvardMath55A对齐.md","13905","False","2575","63","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\supplement\02-群论习题精讲与解题策略.md","5905","False","1205","45","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\supplement\03-环论与域论-HarvardMath123对齐.md","11393","False","2106","83","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\线性代数与矩阵理论\MIT-18.06\01-线性方程组的几何与消元法.md","15871","True","3332","62","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\线性代数与矩阵理论\MIT-18.06\02-向量空间与四大基本子空间.md","16498","True","3388","69","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\线性代数与矩阵理论\MIT-18.06\03-正交性投影与最小二乘.md","17654","True","3181","41","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\线性代数与矩阵理论\MIT-18.06\04-特征值特征向量与对角化.md","17798","True","3364","79","False","False","正常",""
"E:\_src\FormalMath\docs\02-代数结构\线性代数与矩阵理论\MIT-18.06\05-奇异值分解.md","19713","True","3694","47","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\00-README.md","8474","True","1658","118","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\00-分析学思维导图.md","12117","False","2214","196","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\01-实数理论-深度版-深化补充.md","18077","False","3301","72","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\01-实数理论-深度版.md","12561","True","2099","73","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\02-极限与连续性-深度版-深化补充.md","16853","False","2972","109","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\02-极限与连续性-深度版.md","13385","True","2166","99","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\03-分析学内容建设完成报告.md","13077","True","2418","126","True","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\03-微分学-深度版-深化补充.md","17221","False","3228","102","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\03-微分学-深度版.md","13788","True","2432","128","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\04-积分学-深度版.md","12685","True","2269","112","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\05-级数理论-深度版.md","12400","True","2089","76","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\08-测度论-深度版.md","14995","True","2528","156","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\20-Fourier分析完全指南.md","11075","False","1885","83","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\21-复分析核心定理详解.md","12573","False","2107","138","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\INDEX.md","17158","True","2642","295","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\ODE-习题与数值解.md","922","True","157","4","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\README.md","8982","True","1571","133","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\Z变换-增强版.md","5541","True","958","28","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\偏微分方程高级主题-简介.md","415","True","68","6","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\凸分析-基础.md","503","True","93","7","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\分数阶微积分-简介.md","353","True","55","3","False","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\分析学形式化完善报告.md","19346","True","3783","185","True","False","正常",""
"E:\_src\FormalMath\docs\03-分析学\国际课程对齐对照表.md","12391","True","2123","145","False","False","正常",""
